Time, Sample Count, Green Count, Green2 Count, IR Count, Red Count, X Axis Acceleration (g), Y Axis Acceleration (g), Z Axis Acceleration (g), Operating Mode, Heart Rate (bpm), HR Confidence (%), RR, RR Confidence (%), Activity, R Value, SpO2 Confidence (%), SpO2 (%), SpO2 Percent Complete, Low Signal Quality, Motion Flag, WSPO2 Low Pi, Unreliable R, SpO2 State, SCD State, SAMPLE Time
2023-03-03 13:12:39.983,112,119935,91580,73640,98539,0.03,0.007,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.016,113,121620,92841,74317,99051,0.031,0.009,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.031,114,123227,94041,74972,99591,0.031,0.006,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.156,115,124645,95132,75438,99933,0.03,0.007,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.156,116,125882,96130,75866,100250,0.032,0.005,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.172,117,127053,97067,76265,100532,0.031,0.007,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.204,118,126696,96981,75232,99669,0.029,0.007,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48188
2023-03-03 13:12:40.298,119,121139,93171,72711,97850,0.03,0.007,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.298,120,114970,88249,71064,96832,0.031,0.005,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.314,121,113310,86686,70947,96817,0.03,0.006,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.395,122,114205,87161,71397,97077,0.03,0.008,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.409,123,115458,87998,71872,97417,0.031,0.007,-1.027,0,60,0,674.1,50,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.503,124,116742,88930,72431,97833,0.031,0.008,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.522,125,117713,89707,72714,98037,0.031,0.006,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.534,126,117860,89920,72597,97899,0.029,0.007,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.566,127,117841,89957,72558,97825,0.03,0.007,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.692,128,118445,90412,72846,98012,0.029,0.007,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.692,129,119674,91312,73395,98414,0.031,0.005,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.707,130,121212,92465,74025,98867,0.032,0.008,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.723,131,122724,93642,74558,99208,0.029,0.008,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.849,132,124036,94696,74919,99419,0.031,0.008,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.849,133,125087,95554,75152,99518,0.03,0.009,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.868,134,126034,96340,75387,99620,0.031,0.008,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.896,135,126646,96896,75274,99440,0.029,0.009,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.963,136,123738,95073,73395,97975,0.029,0.01,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:40.963,137,116624,89765,70994,96283,0.03,0.01,-1.028,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.024,138,112444,86311,70058,95697,0.03,0.01,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.087,139,112254,85962,70313,95875,0.029,0.009,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.087,140,113419,86743,70803,96161,0.029,0.011,-1.026,0,60,0,668,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.153,141,114614,87605,71251,96451,0.031,0.011,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.154,142,115821,88525,71680,96754,0.029,0.009,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.213,143,116330,89009,71782,96812,0.031,0.009,-1.03,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48189
2023-03-03 13:12:41.260,144,116216,89028,71674,96699,0.029,0.01,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.322,145,116438,89265,71780,96701,0.031,0.014,-1.024,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.322,146,117400,90002,72227,97023,0.029,0.011,-1.028,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.387,147,118906,91140,72898,97527,0.03,0.014,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.402,148,120567,92431,73592,98057,0.029,0.01,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.451,149,122176,93698,74179,98464,0.03,0.01,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.519,150,123574,94816,74650,98814,0.029,0.012,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.521,151,124783,95825,75046,99088,0.028,0.011,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.605,152,125844,96729,75416,99354,0.031,0.01,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.622,153,126813,97559,75613,99426,0.027,0.012,-1.025,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.660,154,125142,96701,74161,98264,0.028,0.012,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.686,155,118147,91888,71645,96500,0.03,0.011,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.748,156,112639,87504,70300,95680,0.029,0.009,-1.027,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.795,157,111652,86528,70345,95719,0.029,0.012,-1.025,0,60,0,695.2,100,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.795,158,112639,87149,70842,96024,0.03,0.013,-1.026,0,60,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.858,159,113808,87983,71362,96410,0.029,0.01,-1.026,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.920,160,115041,88906,71877,96812,0.031,0.011,-1.024,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.920,161,115955,89652,72212,97066,0.03,0.01,-1.026,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:41.968,162,116140,89929,72239,97081,0.031,0.013,-1.025,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:42.029,163,116271,90143,72353,97160,0.031,0.011,-1.025,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:42.045,164,117174,90844,72856,97587,0.028,0.013,-1.027,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,ON SKIN,48190
2023-03-03 13:12:42.108,165,118678,91973,73578,98127,0.031,0.011,-1.026,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48190
2023-03-03 13:12:42.125,166,120448,93325,74437,98847,0.028,0.008,-1.028,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48190
2023-03-03 13:12:42.171,167,122265,94730,75276,99505,0.028,0.009,-1.027,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48190
2023-03-03 13:12:42.233,168,123953,96057,75958,100056,0.029,0.007,-1.027,0,61,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48190
2023-03-03 13:12:42.233,169,125430,97255,76497,100457,0.03,0.01,-1.025,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.297,170,126715,98321,77020,100875,0.029,0.007,-1.027,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.350,171,127935,99346,77492,101233,0.03,0.01,-1.026,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.353,172,127556,99369,76584,100493,0.029,0.008,-1.025,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.407,173,121616,95814,73946,98584,0.03,0.009,-1.025,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.454,174,114921,90814,72163,97479,0.029,0.003,-1.029,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.501,175,113138,89046,72003,97453,0.028,0.008,-1.027,0,62,0,720,100,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.596,176,114159,89576,72566,97802,0.031,0.009,-1.025,0,62,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.596,177,115651,90587,73211,98308,0.031,0.007,-1.026,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.612,178,117033,91601,73829,98787,0.031,0.007,-1.026,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.651,179,118095,92476,74166,99040,0.031,0.004,-1.026,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.683,180,118316,92843,74111,98963,0.029,0.005,-1.025,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.770,181,118211,92927,74034,98872,0.028,0.006,-1.027,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.770,182,118738,93332,74300,99039,0.026,0.006,-1.027,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.849,183,119999,94246,74870,99457,0.03,0.006,-1.027,0,63,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.852,184,121569,95414,75600,100020,0.03,0.007,-1.027,0,64,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.914,185,123223,96669,76302,100528,0.029,0.007,-1.026,0,64,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.914,186,124740,97856,76837,100904,0.029,0.007,-1.025,0,64,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:42.977,187,126065,98912,77270,101199,0.028,0.007,-1.027,0,64,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:43.038,188,127205,99860,77593,101386,0.03,0.005,-1.027,0,64,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:43.038,189,128147,100678,77570,101197,0.028,0.009,-1.026,0,64,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:43.100,190,126385,99874,75689,99560,0.025,0.012,-1.024,0,64,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:43.163,191,118986,95165,72700,97345,0.028,0.012,-1.025,0,65,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:43.163,192,112994,90397,71145,96379,0.026,0.007,-1.028,0,65,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:43.226,193,111846,89083,71227,96552,0.03,0.008,-1.025,0,65,0,700.9,100,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48191
2023-03-03 13:12:43.273,194,112926,89612,71877,97037,0.03,0.009,-1.027,0,65,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.273,195,114394,90541,72470,97468,0.027,0.01,-1.025,0,65,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.335,196,115891,91578,72973,97758,0.029,0.01,-1.024,0,65,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.384,197,116774,92300,73149,97879,0.028,0.009,-1.025,0,66,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.430,198,116706,92419,73039,97787,0.028,0.008,-1.026,0,66,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.446,199,116633,92443,73041,97805,0.03,0.011,-1.025,0,66,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.499,200,117402,92955,73523,98200,0.028,0.008,-1.029,0,66,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.542,201,118808,93925,74242,98817,0.029,0.007,-1.027,0,66,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.606,202,120336,95044,75035,99477,0.031,0.008,-1.026,0,66,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.607,203,121962,96170,75846,100162,0.03,0.006,-1.028,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.663,204,123813,97427,76555,100613,0.028,0.006,-1.027,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.715,205,125691,98788,77111,100893,0.028,0.01,-1.026,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.715,206,127388,100093,77781,101432,0.031,0.007,-1.026,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.768,207,128808,101275,78403,101970,0.031,0.006,-1.027,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.825,208,128470,101366,77342,101117,0.032,0.007,-1.027,0,67,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.841,209,122376,97864,74202,98723,0.031,0.009,-1.025,0,68,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.889,210,114968,92576,72054,97275,0.03,0.007,-1.029,0,68,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:43.939,211,112459,90192,71676,97076,0.031,0.009,-1.025,0,68,0,730,100,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:44.000,212,113256,90386,72238,97481,0.03,0.01,-1.026,0,68,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:44.000,213,114770,91313,72913,98011,0.03,0.009,-1.025,0,68,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:44.048,214,116092,92260,73446,98398,0.029,0.008,-1.026,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:44.112,215,117129,93092,73775,98588,0.03,0.008,-1.026,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:44.112,216,117358,93404,73737,98547,0.028,0.007,-1.026,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:44.173,217,117293,93490,73661,98452,0.029,0.008,-1.025,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:44.233,218,117788,93898,73889,98551,0.029,0.009,-1.027,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48192
2023-03-03 13:12:44.236,219,119052,94789,74485,98980,0.029,0.009,-1.025,0,69,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48193
2023-03-03 13:12:44.284,220,120744,95980,75296,99601,0.029,0.007,-1.027,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48193
2023-03-03 13:12:44.331,221,122604,97321,76137,100232,0.029,0.009,-1.024,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48193
2023-03-03 13:12:44.426,222,124357,98625,76899,100836,0.03,0.009,-1.027,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48193
2023-03-03 13:12:44.454,223,125908,99826,77582,101419,0.03,0.005,-1.026,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48193
2023-03-03 13:12:44.458,224,127292,100936,78158,101861,0.028,0.006,-1.026,0,70,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48193
2023-03-03 13:12:44.489,225,128557,101990,78681,102255,0.03,0.004,-1.026,0,71,0,0,0,REST,0,0,0,0,0,0,0,0,CALCULATING,OFF SKIN,48193
